Components,Pressure_kPa,Temperature_C,Speed_mms,Cells (e6/ml),Needle_um,Has_Cells,num_components,contains_alginate,contains_gelatin,contains_pcl,contains_gelatin_methacrylated,contains_hydroxyapatite,contains_hyaluronic_acid,contains_pluronic_f127,contains_plga,contains_methylcellulose,contains_beta_tricalcium_phosphate,contains_chitosan,contains_fibrinogen,contains_carbopol,contains_polypropylene_fumarate_ppf,contains_diethyl_fumarate_def,contains_diclofenac_sodium,contains_lactose,contains_polyplasdone,contains_gellan_gum,contains_laponite,contains_glycerol,contains_pegda,contains_collagen,contains_hyaluronic_acid_methacrylated,contains_hydroxypropyl_methylcellulose,alginate_conc,gelatin_conc,pcl_conc,gelatin_methacrylated_conc,hydroxyapatite_conc,hyaluronic_acid_conc,pluronic_f127_conc,plga_conc,methylcellulose_conc,beta_tricalcium_phosphate_conc,chitosan_conc,fibrinogen_conc,carbopol_conc,polypropylene_fumarate_ppf_conc,diethyl_fumarate_def_conc,diclofenac_sodium_conc,lactose_conc,polyplasdone_conc,gellan_gum_conc,laponite_conc,glycerol_conc,pegda_conc,collagen_conc,hyaluronic_acid_methacrylated_conc,hydroxypropyl_methylcellulose_conc,dominant_material_type,total_solid_content,has_synthetic_polymer,has_natural_polymer,volumetric_flow_rate,wall_shear_rate,specific_pressure,throughput_capacity,temp_stress,shear_stress_risk,resolution_capability,is_synthetic,data_origin,parent_real_id
Fibrinogen [20 mg/mL] Gelatin [35 mg/mL] Hyaluronic Acid [3 mg/mL] Glycerol [10 %] ,50.0,18.0,2.0,Primary Human Muscle Progenitor Cells (30),300.0,1,4.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Natural_Polymer,68.0,0,1,0.0001413716694115407,53.33332830325167,353675.14957539836,180000.0,0.0,0.0,0.0033333333222222,0,real,45.0
Gelatin [35 mg/mL] Hyaluronic Acid [3 mg/mL] Glycerol [10 %] ,50.0,18.0,2.67,,300.0,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Natural_Polymer,48.0,0,1,0.00018873117866440684,71.19999328484099,264925.6759172332,240300.0,0.0,0.0,0.0033333333222222,0,real,46.0
PCL [100 wt%] ,780.0,95.0,1.25,,300.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,8.835729338221293e-05,33.33333018953229,8827694.267768856,112500.0,1.0,1.0,0.0033333333222222,0,real,47.0
Hyaluronic Acid [3 mg/mL] Gelatin [30 mg/mL] Fibrinogen [20 mg/mL] Glycerol [10 %] ,60.0,18.0,2.0,Human Epidermal Keratinocytes (10),300.0,1,4.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Other,63.0,0,1,0.0001413716694115407,53.33332830325167,424410.179490478,180000.0,0.0,0.0,0.0033333333222222,0,real,48.0
Hyaluronic Acid [3 mg/mL] Gelatin [30 mg/mL] Fibrinogen [20 mg/mL] Glycerol [10 %] ,60.0,18.0,2.0,Human Epidermal Fibroblasts (5),300.0,1,4.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Other,63.0,0,1,0.0001413716694115407,53.33332830325167,424410.179490478,180000.0,0.0,0.0,0.0033333333222222,0,real,49.0
Polyurethane [100 wt%] ,1500.0,160.0,5.005,,200.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.00015723671231216915,200.19993627438106,9539696.157763993,200200.0,1.0,1.0,0.004999999975,0,real,50.0
Hydroxyapatite [60 wt%] Beta Tricalcium Phosphate [40 wt%] ,600.0,25.0,1.67,,610.0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ceramic,100.0,0,0,0.00048805191652231814,21.901639098549808,1229374.888844789,621407.0,0.0,0.0,0.0016393442596076,0,real,51.0
Hydroxyapatite [60 wt%] Beta Tricalcium Phosphate [40 wt%] Zirconium oxide [10 wt%] ,600.0,25.0,1.67,,610.0,0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ceramic,110.0,0,0,0.00048805191652231814,21.901639098549808,1229374.888844789,621407.0,0.0,0.0,0.0016393442596076,0,real,52.0
Polystyrene [100 wt%] ,900.0,155.0,4.0,,400.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.000502654824574367,79.99999681690126,1790489.5477180465,640000.0,1.0,1.0,0.00249999999375,0,real,53.0
Glass Sugar [100 wt%] ,70.0,155.0,20.0,,300.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.0014137166941154068,533.3332830325166,49514.8361595633,1800000.0,1.0,0.0,0.0033333333222222,0,real,54.0
Gelatin Methacrylated [7.5 wt%] ,40.0,23.0,4.0,L929 Fibroblasts (1),210.0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,7.5,0,1,0.00013854423602330989,152.38091048107094,288714.36613865313,176400.0,0.0,0.0,0.004761904739229,0,real,55.0
PCL [90 wt%] Hydroxyapatite [10 wt%] ,520.0,160.0,1.1,,410.0,0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.00014522797439382216,21.463413841120495,3580552.7248984007,184910.00000000003,1.0,0.0,0.002439024384295,0,real,56.0
PCL [80 wt%] Hydroxyapatite [10 wt%] Beta Tricalcium Phosphate [10 wt%] ,600.0,160.0,1.3,,410.0,0,3.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,80.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.00017163306064724436,25.36585272132422,3495809.6180755557,218530.0,1.0,0.0,0.002439024384295,0,real,57.0
PCL [70 wt%] Hydroxyapatite [10 wt%] Beta Tricalcium Phosphate [20 wt%] ,620.0,160.0,0.7,,410.0,0,3.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,9.241780188697771e-05,13.65853608071304,6708591.621412928,117670.0,1.0,0.0,0.002439024384295,0,real,58.0
Polypropylene fumarate (PPF) [85 wt%] Diethyl fumarate (DEF) [15 wt%] ,200.0,55.0,12.5,,250.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.0006135923151542565,399.99993481014593,325948.7922382601,781250.0,1.0,0.0,0.003999999984,0,real,59.0
Polypropylene fumarate (PPF) [90 wt%] Diethyl fumarate (DEF) [10 wt%] ,200.0,55.0,7.5,,250.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.00036815538909255386,239.99996088608754,543247.3968276572,468750.0,1.0,0.0,0.003999999984,0,real,60.0
Polypropylene fumarate (PPF) [75 wt%] Diethyl fumarate (DEF) [12 wt%] Hydroxyapatite [10 wt%] SDS/DMSO [3 wt%] ,40.0,60.0,5.75,,840.0,0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.003186517428536127,54.76190452662704,12552.885193378854,4057200.0,1.0,0.0,0.0011904761890589,0,real,61.0
Polypropylene fumarate (PPF) [76 wt%] Diethyl fumarate (DEF) [12 wt%] Hydroxyapatite [10 wt%] ,40.0,60.0,5.75,,840.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,98.0,0,0,0.003186517428536127,54.76190452662704,12552.885193378854,4057200.0,1.0,0.0,0.0011904761890589,0,real,62.0
Polypropylene fumarate (PPF) [75 wt%] Diethyl fumarate (DEF) [15 wt%] ,30.0,50.0,12.0,,840.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,90.0,0,0,0.006650123329118874,114.28571379469992,4511.193853720766,8467200.0,1.0,0.0,0.0011904761890589,0,real,63.0
Polypropylene fumarate (PPF) [82 wt%] Diethyl fumarate (DEF) [15 wt%] Hydroxyapatite [1.25 wt%] ,40.0,60.0,5.75,,840.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,98.25,0,0,0.003186517428536127,54.76190452662704,12552.885193378854,4057200.0,1.0,0.0,0.0011904761890589,0,real,64.0
Polypropylene fumarate (PPF) [82 wt%] Diethyl fumarate (DEF) [14 wt%] Hydroxyapatite [2.5 wt%] ,40.0,60.0,5.75,,840.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,98.5,0,0,0.003186517428536127,54.76190452662704,12552.885193378854,4057200.0,1.0,0.0,0.0011904761890589,0,real,65.0
Polypropylene fumarate (PPF) [79 wt%] Diethyl fumarate (DEF) [14 wt%] Hydroxyapatite [5 wt%] ,40.0,60.0,5.75,,840.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,98.0,0,0,0.003186517428536127,54.76190452662704,12552.885193378854,4057200.0,1.0,0.0,0.0011904761890589,0,real,66.0
Polypropylene fumarate (PPF) [75 wt%] Diethyl fumarate (DEF) [13 wt%] Hydroxyapatite [10 wt%] ,40.0,60.0,5.75,,840.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,98.0,0,0,0.003186517428536127,54.76190452662704,12552.885193378854,4057200.0,1.0,0.0,0.0011904761890589,0,real,67.0
Polypropylene fumarate (PPF) [85 wt%] Diethyl fumarate (DEF) [15 wt%] ,80.0,55.0,5.0,,340.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.00045396013844372523,117.64705120125801,176226.53840867727,578000.0,1.0,0.0,0.0029411764619377,0,real,68.0
Gelatin Methacrylated [7.5 wt%] ,80.0,21.0,6.0,Primary Adult Human Dermal Fibroblasts (2),400.0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,7.5,0,1,0.0007539822368615504,119.99999522535188,106103.15467091736,960000.0,0.0,0.0,0.00249999999375,0,real,69.0
PEG Norbornene [5 wt%] PEG Thiol [5 wt%] Alginate [4 wt%] ,350.0,26.0,6.0,,400.0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,14.0,1,1,0.0007539822368615504,119.99999522535188,464201.30168526346,960000.0,0.0,0.0,0.00249999999375,0,real,70.0
Gelatin Methacrylated [10 wt%] Collagen Methacrylated [0.25 wt%] Laminin [0.09375 mg/mL] Fibronectin [0.09375 mg/mL] ,28.0,27.0,10.0,Human Induced Pluripotent Stem Cells (15),240.0,1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.4375,0,1,0.00045238934211693014,333.3332719309746,61893.452165614064,576000.0,0.0,0.0,0.0041666666493055,0,real,71.0
Cellulose Nanofibrillated [2 wt%] Alginate [0.5 wt%] ,40.0,23.0,5.0,Primary Human Nasoseptal Cartilage (20),300.0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,2.5,0,1,0.0003534291735288517,133.33332075812916,113176.52819683394,450000.0,0.0,0.0,0.0033333333222222,0,real,72.0
Pluronic F127 [60 wt%] Collagen [6 wt%] ,50.0,37.0,3.333,Primary Rat Bone Marrow-Derived Mesenchymal Stem Cells (10),337.0,1,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,Thermo-responsive,66.0,0,1,0.0002972932144349431,79.12165645670581,168183.56218278004,378525.477,0.0,0.0,0.0029673590416398,0,real,73.0
Gelatin Methacrylated [5 wt%] ,300.0,22.0,6.0,Primary Rat Bone Mesenchymal Stem Cells (5),260.0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.0003185574950740051,184.61535786759512,941742.2691248786,405600.0,0.0,0.0,0.0038461538313609,0,real,74.0
Gelatin Methacrylated [5 wt%] Alginate-2-Hydroxyethyl Methacrylate [3 wt%] ,26.200088,37.0,4.3333,,400.0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,8.0,0,1,0.0005445385378320261,86.66599655166956,48114.206921154604,693328.0000000001,0.0,0.0,0.00249999999375,0,real,75.0
Gelatin Methacrylated [5 wt%] Silicate Nanoparticles [1 wt%] ,19.305328,30.0,4.3333,,400.0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,6.0,0,1,0.0005445385378320261,86.66599655166956,35452.57352085076,693328.0000000001,0.0,0.0,0.00249999999375,0,real,76.0
Gelatin Methacrylated [4 wt%] Chitosan [4 wt%] ,400.0,40.0,8.0,,200.0,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,8.0,0,1,0.0002513274122871835,319.9998981408688,1591543.0983701719,320000.0,1.0,0.0,0.004999999975,0,real,77.0
Gelatin Methacrylated [4 wt%] Chitosan [4 wt%] ,500.0,40.0,5.0,,150.0,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,8.0,0,1,8.835729338221293e-05,266.66646546353246,5658778.376774908,112500.0,1.0,1.0,0.0066666666222222,0,real,78.0
Alginate [5 wt%] Gelatin [6 wt%] ,103.0,37.0,5.0,,210.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.0,0,1,0.00017318029502913734,190.47613810133868,594752.4528135125,220500.0,0.0,0.0,0.004761904739229,0,real,79.0
Alginate [5 wt%] Gelatin [8 wt%] ,172.0,37.0,5.0,,210.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,13.0,0,1,0.00017318029502913734,190.47613810133868,993178.8532419822,220500.0,0.0,0.0,0.004761904739229,0,real,80.0
Alginate [7 wt%] Gelatin [8 wt%] ,193.0,37.0,5.0,,210.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.00017318029502913734,190.47613810133868,1114439.0620680382,220500.0,0.0,0.0,0.004761904739229,0,real,81.0
Alginate [9 wt%] Gelatin [6 wt%] ,276.0,37.0,5.0,,210.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.00017318029502913734,190.47613810133868,1593705.6017138783,220500.0,0.0,0.0,0.004761904739229,0,real,82.0
Alginate [5 wt%] Gelatin [10 wt%] ,310.0,37.0,5.0,,210.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.00017318029502913734,190.47613810133868,1790031.6540989212,220500.0,0.0,0.0,0.004761904739229,0,real,83.0
Alginate [7 wt%] Gelatin [6 wt%] ,186.0,37.0,5.0,,210.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,13.0,0,1,0.00017318029502913734,190.47613810133868,1074018.9924593528,220500.0,0.0,0.0,0.004761904739229,0,real,84.0
Alginate [3 wt%] Methylcellulose [9 wt%] ,40.0,25.0,10.0,,840.0,0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,12.0,0,1,0.005541769440932395,95.2380948289166,7217.909948877286,7056000.0,0.0,0.0,0.0011904761890589,0,real,85.0
Gelatin Methacrylated [5 wt%] ,282.29,20.0,5.0,NIH 3T3 Fibroblasts (1),210.0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.00017318029502913734,190.47613810133868,1630025.9214051114,220500.0,0.0,0.0,0.004761904739229,0,real,86.0
Gelatin Methacrylated [5 wt%] Silk Fibroin [1 wt%] ,292.22,20.0,5.0,NIH 3T3 Fibroblasts (1),210.0,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,6.0,0,1,0.00017318029502913734,190.47613810133868,1687364.6772928608,220500.0,0.0,0.0,0.004761904739229,0,real,87.0
Alginate [2 wt%] Kappa Carrageenan [1.5 wt%] ,50.0,25.0,2.0,Primary Rabbit Adipose-Dervied Mesenchymal Stem Cells (5),510.0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.5,0,1,0.0004085641245993526,31.372548417354267,122379.51060808491,520200.0,0.0,0.0,0.0019607843098808,0,real,88.0
Alginate [2 wt%] ,30.0,25.0,4.0,Primary Rabbit Adipose-Dervied Mesenchymal Stem Cells (5),510.0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.0,0,1,0.0008171282491987052,62.745096834708534,36713.898112714305,1040400.0,0.0,0.0,0.0019607843098808,0,real,89.0
Alginate [3 wt%] ,50.0,22.0,2.5,NIH 3T3 Fibroblasts (1),160.0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.0,0,1,5.0265482457436686e-05,124.99992228767373,994698.6054243534,64000.0,0.0,0.0,0.0062499999609375,0,real,90.0
